Year,Observation status,Unit multiplier,Nature of data points,Source details,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Time period details,Value
2015,Normal value,Units,Country Data,MOE MIH MoI PP Municipality,Annual,National,11.6.3 Percentage of the solid wasted will be segregate by technical guidance,Cambodia,Percent,2020,50
2016,Normal value,Units,Country Data,MOE MIH MoI PP Municipality,Annual,National,11.6.3 Percentage of the solid wasted will be segregate by technical guidance,Cambodia,Percent,2020,50
2017,Normal value,Units,Country Data,MOE MIH MoI PP Municipality,Annual,National,11.6.3 Percentage of the solid wasted will be segregate by technical guidance,Cambodia,Percent,2020,50
2018,Normal value,Units,Country Data,MOE MIH MoI PP Municipality,Annual,National,11.6.3 Percentage of the solid wasted will be segregate by technical guidance,Cambodia,Percent,2020,50
2019,Normal value,Units,Country Data,MOE MIH MoI PP Municipality,Annual,National,11.6.3 Percentage of the solid wasted will be segregate by technical guidance,Cambodia,Percent,2020,55
2020,Normal value,Units,Country Data,MOE MIH MoI PP Municipality,Annual,National,11.6.3 Percentage of the solid wasted will be segregate by technical guidance,Cambodia,Percent,2020,55
