Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,A,0,C,MoEYS,A,N,N_KH_040c05_01,KH,PT,2020,2.0
2016,A,0,C,MoEYS,A,N,N_KH_040c05_01,KH,PT,2020,3.9
2017,A,0,C,MoEYS,A,N,N_KH_040c05_01,KH,PT,2020,5.9
2018,A,0,C,MoEYS,A,N,N_KH_040c05_01,KH,PT,2020,9.5
2019,A,0,C,MoEYS,A,N,N_KH_040c05_01,KH,PT,2020,11.2
2020,A,0,C,MoEYS,A,N,N_KH_040c05_01,KH,PT,2020,12.9
