Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,A,0,C,MoEYS,A,N,SE_TRA_GRDL,KH,PT,2018,99.0
2016,A,0,C,MoEYS,A,N,SE_TRA_GRDL,KH,PT,2018,98.7
2017,A,0,C,MoEYS,A,N,SE_TRA_GRDL,KH,PT,2018,98.4
2018,A,0,C,MoEYS,A,N,SE_TRA_GRDL,KH,PT,2018,99.3
