Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,TIME_DETAIL,Value
2015,A,0,C,MoH,A,N,SH_PRV_SMOK,KH,F,Y_GE15,PT,2020,15.0
2020,A,0,C,MoH,A,N,SH_PRV_SMOK,KH,F,Y_GE15,PT,2020,13.7
2015,A,0,C,MoH,A,N,SH_PRV_SMOK,KH,M,Y_GE15,PT,2020,40.0
2020,A,0,C,MoH,A,N,SH_PRV_SMOK,KH,M,Y_GE15,PT,2020,34.6
