Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,SEX,UNIT_MEASURE,TIME_DETAIL,Value
2002,A,0,C,"MoWA_Planning Department, Annual report",A,N,N_KH_050503_01,KH,F,PT,2018,9.4
2007,A,0,C,"MoWA_Planning Department, Annual report",A,N,N_KH_050503_01,KH,F,PT,2018,15.1
2012,A,0,C,"MoWA_Planning Department, Annual report",A,N,N_KH_050503_01,KH,F,PT,2018,17.78
2018,A,0,C,"MoWA_Planning Department, Annual report",A,N,N_KH_050503_01,KH,F,PT,2018,13.93
