Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,A,0,C,MOC,A,N,N_KH_08020201_01,KH,PT,2020,15
2016,A,0,C,MOC,A,N,N_KH_08020201_01,KH,PT,2020,-4
2017,A,0,C,MOC,A,N,N_KH_08020201_01,KH,PT,2020,25
2018,A,0,C,MOC,A,N,N_KH_08020201_01,KH,PT,2020,92
2019,A,0,C,MOC,A,N,N_KH_08020201_01,KH,PT,2020,-1
2020,A,0,C,MOC,A,N,N_KH_08020201_01,KH,PT,2020,19
