Year,Observation status,Unit multiplier,Nature of data points,Source details,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Time period details,Value
2015,Normal value,Units,Country Data,MoE MIH MAFF MoI MoH MPWT MoC,Annual,National,12.4.1 Percentage of release reduction of Persistent Organic Pollutants (POPs) to the environment,Cambodia,Percent,2020,0
2016,Normal value,Units,Country Data,MoE MIH MAFF MoI MoH MPWT MoC,Annual,National,12.4.1 Percentage of release reduction of Persistent Organic Pollutants (POPs) to the environment,Cambodia,Percent,2020,0
2017,Normal value,Units,Country Data,MoE MIH MAFF MoI MoH MPWT MoC,Annual,National,12.4.1 Percentage of release reduction of Persistent Organic Pollutants (POPs) to the environment,Cambodia,Percent,2020,0
2018,Normal value,Units,Country Data,MoE MIH MAFF MoI MoH MPWT MoC,Annual,National,12.4.1 Percentage of release reduction of Persistent Organic Pollutants (POPs) to the environment,Cambodia,Percent,2020,2
2019,Normal value,Units,Country Data,MoE MIH MAFF MoI MoH MPWT MoC,Annual,National,12.4.1 Percentage of release reduction of Persistent Organic Pollutants (POPs) to the environment,Cambodia,Percent,2020,2
2020,Normal value,Units,Country Data,MoE MIH MAFF MoI MoH MPWT MoC,Annual,National,12.4.1 Percentage of release reduction of Persistent Organic Pollutants (POPs) to the environment,Cambodia,Percent,2020,5
