Year,Observation status,Unit multiplier,Nature of data points,Source details,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Time period details,Value
2016,Normal value,Units,Country Data,MAFF,Annual,National,14.2.2 Percentage of degraded freshwater flooded forests and mangrove forests (ha) that has been transplanted and protected,Cambodia,Percent,2020,7
2017,Normal value,Units,Country Data,MAFF,Annual,National,14.2.2 Percentage of degraded freshwater flooded forests and mangrove forests (ha) that has been transplanted and protected,Cambodia,Percent,2020,10
2018,Normal value,Units,Country Data,MAFF,Annual,National,14.2.2 Percentage of degraded freshwater flooded forests and mangrove forests (ha) that has been transplanted and protected,Cambodia,Percent,2020,15
2019,Normal value,Units,Country Data,MAFF,Annual,National,14.2.2 Percentage of degraded freshwater flooded forests and mangrove forests (ha) that has been transplanted and protected,Cambodia,Percent,2020,20
2020,Normal value,Units,Country Data,MAFF,Annual,National,14.2.2 Percentage of degraded freshwater flooded forests and mangrove forests (ha) that has been transplanted and protected,Cambodia,Percent,2020,25
