Year,Observation status,Unit multiplier,Nature of data points,Source details,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Time period details,Value
2016,Normal value,Units,Country Data,MAFF,Annual,National,15.5.1 Number of action plans forconservation of rare and endangered species of fauna and flora developed and implemented,Cambodia,Number,2020,1
2017,Normal value,Units,Country Data,MAFF,Annual,National,15.5.1 Number of action plans forconservation of rare and endangered species of fauna and flora developed and implemented,Cambodia,Number,2020,4
2018,Normal value,Units,Country Data,MAFF,Annual,National,15.5.1 Number of action plans forconservation of rare and endangered species of fauna and flora developed and implemented,Cambodia,Number,2020,7
2019,Normal value,Units,Country Data,MAFF,Annual,National,15.5.1 Number of action plans forconservation of rare and endangered species of fauna and flora developed and implemented,Cambodia,Number,2020,10
2020,Normal value,Units,Country Data,MAFF,Annual,National,15.5.1 Number of action plans forconservation of rare and endangered species of fauna and flora developed and implemented,Cambodia,Number,2020,13
