Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,A,0,C,MoEYS,A,N,SE_INF_DSBL,KH,PT,2020,0.0
2016,A,0,C,MoEYS,A,N,SE_INF_DSBL,KH,PT,2020,1.3
2017,A,0,C,MoEYS,A,N,SE_INF_DSBL,KH,PT,2020,2.7
2018,A,0,C,MoEYS,A,N,SE_INF_DSBL,KH,PT,2020,4.0
2019,A,0,C,MoEYS,A,N,SE_INF_DSBL,KH,PT,2020,31.4
2020,A,0,C,MoEYS,A,N,SE_INF_DSBL,KH,PT,2020,33.4
