Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,A,0,C,MoH,A,N,SH_MED_DEN,KH,PER_1000_POP,2020,1.14
2016,A,0,C,MoH,A,N,SH_MED_DEN,KH,PER_1000_POP,2020,1.3
2017,A,0,C,MoH,A,N,SH_MED_DEN,KH,PER_1000_POP,2020,1.35
2018,A,0,C,MoH,A,N,SH_MED_DEN,KH,PER_1000_POP,2020,1.36
2019,A,0,C,MoH,A,N,SH_MED_DEN,KH,PER_1000_POP,2020,1.37
2020,A,0,C,MoH,A,N,SH_MED_DEN,KH,PER_1000_POP,2020,1.38
