Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2016,A,0,C,CRDB/CDC,A,N,N_KH_080a01_01,KH,PT,2020,0.018
2017,A,0,C,CRDB/CDC,A,N,N_KH_080a01_01,KH,PT,2020,0.017
2018,A,0,C,CRDB/CDC,A,N,N_KH_080a01_01,KH,PT,2020,0.016
2019,A,0,C,CRDB/CDC,A,N,N_KH_080a01_01,KH,PT,2020,0.015
2020,A,0,C,CRDB/CDC,A,N,N_KH_080a01_01,KH,PT,2020,0.014
