Year,Observation status,Unit multiplier,Nature of data points,Source details,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Time period details,Value
2015,Normal value,Millions,Country Data,MOE MIH MoI PP Municipality,Annual,National,11.6.1 Amount of urban solid waste regularly collected and with adequate final discharge,Cambodia,Metric Tons,2020,1.2
2016,Normal value,Millions,Country Data,MOE MIH MoI PP Municipality,Annual,National,11.6.1 Amount of urban solid waste regularly collected and with adequate final discharge,Cambodia,Metric Tons,2020,1.25
2017,Normal value,Millions,Country Data,MOE MIH MoI PP Municipality,Annual,National,11.6.1 Amount of urban solid waste regularly collected and with adequate final discharge,Cambodia,Metric Tons,2020,1.28
2018,Normal value,Millions,Country Data,MOE MIH MoI PP Municipality,Annual,National,11.6.1 Amount of urban solid waste regularly collected and with adequate final discharge,Cambodia,Metric Tons,2020,1.3
2019,Normal value,Millions,Country Data,MOE MIH MoI PP Municipality,Annual,National,11.6.1 Amount of urban solid waste regularly collected and with adequate final discharge,Cambodia,Metric Tons,2020,1.33
2020,Normal value,Millions,Country Data,MOE MIH MoI PP Municipality,Annual,National,11.6.1 Amount of urban solid waste regularly collected and with adequate final discharge,Cambodia,Metric Tons,2020,1.35
