Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2014,A,0,C,A,N,SG_REG_BRTH,KH,PT,2014,73.3
