Year,Observation status,Unit multiplier,Nature of data points,Source details,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Time period details,Value
2015,Normal value,Units,Country Data,MAFF,Annual,National,14.1.1 Percentage of the reduction of the sea pollution by the conservation activities,Cambodia,Percent,2020,40
2016,Normal value,Units,Country Data,MAFF,Annual,National,14.1.1 Percentage of the reduction of the sea pollution by the conservation activities,Cambodia,Percent,2020,40
2017,Normal value,Units,Country Data,MAFF,Annual,National,14.1.1 Percentage of the reduction of the sea pollution by the conservation activities,Cambodia,Percent,2020,40
2018,Normal value,Units,Country Data,MAFF,Annual,National,14.1.1 Percentage of the reduction of the sea pollution by the conservation activities,Cambodia,Percent,2020,40
2019,Normal value,Units,Country Data,MAFF,Annual,National,14.1.1 Percentage of the reduction of the sea pollution by the conservation activities,Cambodia,Percent,2020,40
2020,Normal value,Units,Country Data,MAFF,Annual,National,14.1.1 Percentage of the reduction of the sea pollution by the conservation activities,Cambodia,Percent,2020,50
