Year,Observation status,Unit multiplier,Nature of data points,Source details,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Time period details,Value
2016,Normal value,Units,Country Data,MAFF,Annual,National,15.7.1 Number of cases of illegal poaching and trafficking of flora and fauna decreased,Cambodia,Number,2020,1600
2017,Normal value,Units,Country Data,MAFF,Annual,National,15.7.1 Number of cases of illegal poaching and trafficking of flora and fauna decreased,Cambodia,Number,2020,1550
2018,Normal value,Units,Country Data,MAFF,Annual,National,15.7.1 Number of cases of illegal poaching and trafficking of flora and fauna decreased,Cambodia,Number,2020,1500
2019,Normal value,Units,Country Data,MAFF,Annual,National,15.7.1 Number of cases of illegal poaching and trafficking of flora and fauna decreased,Cambodia,Number,2020,1450
2020,Normal value,Units,Country Data,MAFF,Annual,National,15.7.1 Number of cases of illegal poaching and trafficking of flora and fauna decreased,Cambodia,Number,2020,1400
