Year,Observation status,Unit multiplier,Nature of data points,Source details,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Time period details,Value
2016,Normal value,Units,Country Data,MAFF,Annual,National,14.7.1 Value of sustainable fisheries production as a percentage of GDP,Cambodia,Percent,2020,7.5
2017,Normal value,Units,Country Data,MAFF,Annual,National,14.7.1 Value of sustainable fisheries production as a percentage of GDP,Cambodia,Percent,2020,7.6
2018,Normal value,Units,Country Data,MAFF,Annual,National,14.7.1 Value of sustainable fisheries production as a percentage of GDP,Cambodia,Percent,2020,7.7
2019,Normal value,Units,Country Data,MAFF,Annual,National,14.7.1 Value of sustainable fisheries production as a percentage of GDP,Cambodia,Percent,2020,7.8
2020,Normal value,Units,Country Data,MAFF,Annual,National,14.7.1 Value of sustainable fisheries production as a percentage of GDP,Cambodia,Percent,2020,7.9
