Year,Observation status,Unit multiplier,Nature of data points,Source details,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Time period details,Value
2016,Normal value,Units,Country Data,MAFF,Annual,National,13.2.2 Percentage of increase in public expenditure for climate change,Cambodia,Percent,2017,1.2
2017,Normal value,Units,Country Data,MAFF,Annual,National,13.2.2 Percentage of increase in public expenditure for climate change,Cambodia,Percent,2017,0.9
