Year,Observation status,Unit multiplier,Nature of data points,Source details,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Time period details,Value
2015,Normal value,Units,Country Data,"MoE, SNA",Annual,National,"11.6.4 Annual average of the parameters of CO, NO2, SO2, TSP, PM2.5 and PM10",Cambodia,Percent,2020,4
2016,Normal value,Units,Country Data,"MoE, SNA",Annual,National,"11.6.4 Annual average of the parameters of CO, NO2, SO2, TSP, PM2.5 and PM10",Cambodia,Percent,2020,4
2017,Normal value,Units,Country Data,"MoE, SNA",Annual,National,"11.6.4 Annual average of the parameters of CO, NO2, SO2, TSP, PM2.5 and PM10",Cambodia,Percent,2020,4
2018,Normal value,Units,Country Data,"MoE, SNA",Annual,National,"11.6.4 Annual average of the parameters of CO, NO2, SO2, TSP, PM2.5 and PM10",Cambodia,Percent,2020,4
2019,Normal value,Units,Country Data,"MoE, SNA",Annual,National,"11.6.4 Annual average of the parameters of CO, NO2, SO2, TSP, PM2.5 and PM10",Cambodia,Percent,2020,4
2020,Normal value,Units,Country Data,"MoE, SNA",Annual,National,"11.6.4 Annual average of the parameters of CO, NO2, SO2, TSP, PM2.5 and PM10",Cambodia,Percent,2020,5
