Year,Observation status,Unit multiplier,Nature of data points,Source details,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Time period details,Value
2015,Normal value,Units,Country Data,CMAA_Cambodia Mine Action Authority/DBU,Annual,National,18.3.1 The number of mine and ERW casualties received rights promotion,Cambodia,Number,2020,280
2016,Normal value,Units,Country Data,CMAA_Cambodia Mine Action Authority/DBU,Annual,National,18.3.1 The number of mine and ERW casualties received rights promotion,Cambodia,Number,2020,296
2017,Normal value,Units,Country Data,CMAA_Cambodia Mine Action Authority/DBU,Annual,National,18.3.1 The number of mine and ERW casualties received rights promotion,Cambodia,Number,2020,309
2018,Normal value,Units,Country Data,CMAA_Cambodia Mine Action Authority/DBU,Annual,National,18.3.1 The number of mine and ERW casualties received rights promotion,Cambodia,Number,2020,324
2019,Normal value,Units,Country Data,CMAA_Cambodia Mine Action Authority/DBU,Annual,National,18.3.1 The number of mine and ERW casualties received rights promotion,Cambodia,Number,2020,340
2020,Normal value,Units,Country Data,CMAA_Cambodia Mine Action Authority/DBU,Annual,National,18.3.1 The number of mine and ERW casualties received rights promotion,Cambodia,Number,2020,357
