Year,Observation status,Unit multiplier,Nature of data points,Source details,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Time period details,Value
2016,Normal value,Units,Country Data,MAFF,Annual,National,14.5.1 Percentage of coverage of marine and inland fisheries conservation areas protected,Cambodia,Percent,2020,20
2017,Normal value,Units,Country Data,MAFF,Annual,National,14.5.1 Percentage of coverage of marine and inland fisheries conservation areas protected,Cambodia,Percent,2020,25
2018,Normal value,Units,Country Data,MAFF,Annual,National,14.5.1 Percentage of coverage of marine and inland fisheries conservation areas protected,Cambodia,Percent,2020,30
2019,Normal value,Units,Country Data,MAFF,Annual,National,14.5.1 Percentage of coverage of marine and inland fisheries conservation areas protected,Cambodia,Percent,2020,35
2020,Normal value,Units,Country Data,MAFF,Annual,National,14.5.1 Percentage of coverage of marine and inland fisheries conservation areas protected,Cambodia,Percent,2020,40
