Year,Observation status,Unit multiplier,Nature of data points,Source details,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Time period details,Value
2016,Normal value,Units,Country Data,MAFF,Annual,National,"15.3.1 Area of forest landscape restoration for areas affected by desertification, drought and floods",Cambodia,Hectares,2020,20000
2020,Normal value,Units,Country Data,MAFF,Annual,National,"15.3.1 Area of forest landscape restoration for areas affected by desertification, drought and floods",Cambodia,Hectares,2020,24000
