Year,Observation status,Unit multiplier,Nature of data points,Source details,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Time period details,Value
2016,Normal value,Units,Country Data,CMAA_Cambodia Mine Action Authority/DBU,Annual,National,18.3.3 The number of mine and ERW casualties received emergency  and rapid response from CMAA,Cambodia,Number,2018,123
2017,Normal value,Units,Country Data,CMAA_Cambodia Mine Action Authority/DBU,Annual,National,18.3.3 The number of mine and ERW casualties received emergency  and rapid response from CMAA,Cambodia,Number,2018,128
2018,Normal value,Units,Country Data,CMAA_Cambodia Mine Action Authority/DBU,Annual,National,18.3.3 The number of mine and ERW casualties received emergency  and rapid response from CMAA,Cambodia,Number,2018,124
