Year,Observation status,Unit multiplier,Nature of data points,Source details,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Time period details,Value
2016,Normal value,Units,Country Data,The National Science and Technology Council (NSTC),Annual,National,9.5.1 Research and development expenditure as a proportion of GDP,Cambodia,Percent,2020,0.12
2017,Normal value,Units,Country Data,The National Science and Technology Council (NSTC),Annual,National,9.5.1 Research and development expenditure as a proportion of GDP,Cambodia,Percent,2020,0.13
2018,Normal value,Units,Country Data,The National Science and Technology Council (NSTC),Annual,National,9.5.1 Research and development expenditure as a proportion of GDP,Cambodia,Percent,2020,0.14
2019,Normal value,Units,Country Data,The National Science and Technology Council (NSTC),Annual,National,9.5.1 Research and development expenditure as a proportion of GDP,Cambodia,Percent,2020,0.16
2020,Normal value,Units,Country Data,The National Science and Technology Council (NSTC),Annual,National,9.5.1 Research and development expenditure as a proportion of GDP,Cambodia,Percent,2020,0.2
