Year,Observation status,Unit multiplier,Nature of data points,Source details,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Time period details,Value
2015,Normal value,Units,Country Data,MAFF,Annual,National,"15.9.2 Number of policies, strategies and regulations on ecosystem services is established and implemented",Cambodia,Number,2020,6
2016,Normal value,Units,Country Data,MAFF,Annual,National,"15.9.2 Number of policies, strategies and regulations on ecosystem services is established and implemented",Cambodia,Number,2020,10
2017,Normal value,Units,Country Data,MAFF,Annual,National,"15.9.2 Number of policies, strategies and regulations on ecosystem services is established and implemented",Cambodia,Number,2020,29
2018,Normal value,Units,Country Data,MAFF,Annual,National,"15.9.2 Number of policies, strategies and regulations on ecosystem services is established and implemented",Cambodia,Number,2020,3
2020,Normal value,Units,Country Data,MAFF,Annual,National,"15.9.2 Number of policies, strategies and regulations on ecosystem services is established and implemented",Cambodia,Number,2020,2
