Year,Observation status,Unit multiplier,Nature of data points,Source details,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Time period details,Value
2017,Normal value,Units,Country Data,"MAFF, MOE",Annual,National,15.2.1 Percentage of sustainable forest protection and management,Cambodia,Percent,2020,40
2018,Normal value,Units,Country Data,"MAFF, MOE",Annual,National,15.2.1 Percentage of sustainable forest protection and management,Cambodia,Percent,2020,45
2019,Normal value,Units,Country Data,"MAFF, MOE",Annual,National,15.2.1 Percentage of sustainable forest protection and management,Cambodia,Percent,2020,45
2020,Normal value,Units,Country Data,"MAFF, MOE",Annual,National,15.2.1 Percentage of sustainable forest protection and management,Cambodia,Percent,2020,60
