Year,Observation status,Unit multiplier,Nature of data points,Source details,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Time period details,Value
2015,Normal value,Units,Country Data,EPA/MoE MoC MAFF,Annual,National,"12.5.1 National recycling rate, tons of material recycled",Cambodia,Metric Tons,2020,163000
2016,Normal value,Units,Country Data,EPA/MoE MoC MAFF,Annual,National,"12.5.1 National recycling rate, tons of material recycled",Cambodia,Metric Tons,2020,163400
2017,Normal value,Units,Country Data,EPA/MoE MoC MAFF,Annual,National,"12.5.1 National recycling rate, tons of material recycled",Cambodia,Metric Tons,2020,175000
2018,Normal value,Units,Country Data,EPA/MoE MoC MAFF,Annual,National,"12.5.1 National recycling rate, tons of material recycled",Cambodia,Metric Tons,2020,178000
2019,Normal value,Units,Country Data,EPA/MoE MoC MAFF,Annual,National,"12.5.1 National recycling rate, tons of material recycled",Cambodia,Metric Tons,2020,178100
2020,Normal value,Units,Country Data,EPA/MoE MoC MAFF,Annual,National,"12.5.1 National recycling rate, tons of material recycled",Cambodia,Metric Tons,2020,180000
