Year,Observation status,Unit multiplier,Nature of data points,Source details,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Time period details,Value
2017,Normal value,Units,Country Data,MoE,Annual,National,14.2.1 Key ecosystem function and service of marine and coast area maintained and restore as necessary,Cambodia,Percent,2020,50
2018,Normal value,Units,Country Data,MoE,Annual,National,14.2.1 Key ecosystem function and service of marine and coast area maintained and restore as necessary,Cambodia,Percent,2020,50
2019,Normal value,Units,Country Data,MoE,Annual,National,14.2.1 Key ecosystem function and service of marine and coast area maintained and restore as necessary,Cambodia,Percent,2020,50
2020,Normal value,Units,Country Data,MoE,Annual,National,14.2.1 Key ecosystem function and service of marine and coast area maintained and restore as necessary,Cambodia,Percent,2020,55
