Year,Observation status,Unit multiplier,Nature of data points,Source details,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Time period details,Value
2015,Normal value,Units,Country Data,MOT,Annual,National,8.9.1 Tourism direct GDP as a proportion of total GDP and in growth rate,Cambodia,Percent,2020,12.5
2016,Normal value,Units,Country Data,MOT,Annual,National,8.9.1 Tourism direct GDP as a proportion of total GDP and in growth rate,Cambodia,Percent,2020,12.5
2017,Normal value,Units,Country Data,MOT,Annual,National,8.9.1 Tourism direct GDP as a proportion of total GDP and in growth rate,Cambodia,Percent,2020,12.8
2018,Normal value,Units,Country Data,MOT,Annual,National,8.9.1 Tourism direct GDP as a proportion of total GDP and in growth rate,Cambodia,Percent,2020,12.8
2019,Normal value,Units,Country Data,MOT,Annual,National,8.9.1 Tourism direct GDP as a proportion of total GDP and in growth rate,Cambodia,Percent,2020,13.0
2020,Normal value,Units,Country Data,MOT,Annual,National,8.9.1 Tourism direct GDP as a proportion of total GDP and in growth rate,Cambodia,Percent,2020,13.5
