Year,Observation status,Unit multiplier,Nature of data points,Source details,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Time period details,Value
2015,Normal value,Units,Country Data,MOE MIH MoI PP Municipality,Annual,National,11.6.2 Percentage of the deduction plastic bag used,Cambodia,Percent,2020,10
2016,Normal value,Units,Country Data,MOE MIH MoI PP Municipality,Annual,National,11.6.2 Percentage of the deduction plastic bag used,Cambodia,Percent,2020,10
2017,Normal value,Units,Country Data,MOE MIH MoI PP Municipality,Annual,National,11.6.2 Percentage of the deduction plastic bag used,Cambodia,Percent,2020,10
2018,Normal value,Units,Country Data,MOE MIH MoI PP Municipality,Annual,National,11.6.2 Percentage of the deduction plastic bag used,Cambodia,Percent,2020,10
2019,Normal value,Units,Country Data,MOE MIH MoI PP Municipality,Annual,National,11.6.2 Percentage of the deduction plastic bag used,Cambodia,Percent,2020,20
2020,Normal value,Units,Country Data,MOE MIH MoI PP Municipality,Annual,National,11.6.2 Percentage of the deduction plastic bag used,Cambodia,Percent,2020,20
