Year,Observation status,Unit multiplier,Nature of data points,Source details,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Time period details,Value
2016,Normal value,Units,Country Data,MoE,Annual,National,"2.5.2 Percentage of households in community in protected area improving their livelihood through receiving the benefits from NTFPs, integrated agriculture, eco-tourism within the protect areas",Cambodia,Percent,2020,0
2017,Normal value,Units,Country Data,MoE,Annual,National,"2.5.2 Percentage of households in community in protected area improving their livelihood through receiving the benefits from NTFPs, integrated agriculture, eco-tourism within the protect areas",Cambodia,Percent,2020,7
2020,Normal value,Units,Country Data,MoE,Annual,National,"2.5.2 Percentage of households in community in protected area improving their livelihood through receiving the benefits from NTFPs, integrated agriculture, eco-tourism within the protect areas",Cambodia,Percent,2020,12
