Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2016,A,0,C,CRDB/CDC,A,N,DC_ODA_BDVL,KH,PT,2020,0.038
2017,A,0,C,CRDB/CDC,A,N,DC_ODA_BDVL,KH,PT,2020,0.038
2018,A,0,C,CRDB/CDC,A,N,DC_ODA_BDVL,KH,PT,2020,0.036
2019,A,0,C,CRDB/CDC,A,N,DC_ODA_BDVL,KH,PT,2020,0.031
2020,A,0,C,CRDB/CDC,A,N,DC_ODA_BDVL,KH,PT,2020,0.029
