Indicator,Disaggregation combinations using this value
#3-4-3,1
#3-5-1,1
#3-5-2,1
#3-6-1,1
#3-6-2,1
#3-8-1,1
#3-8-2,1
#3-a-1,2
#3-a-2,1
#3-c-1,1
