Year,Observation status,Unit multiplier,Nature of data points,Source details,Frequency of observation,Reporting type,SERIES,Reference area,Sex,Age,UNIT_MEASURE,Time period details,Value
2016,Normal value,Units,Country Data,"Member of CNCW, MOWA",Annual,National,"5.2.2 Proportion of women and girls aged 15 years and older subjected to sexual violence by persons other than an intimate partner in the previous 12 months, by age and place of occurrence",Cambodia,Female,15 years old and over,Percent,2016,0.1
