Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Time period details,Value
2014,Normal value,Units,Country Data,Annual,National,16.9.1 Proportion of children under 5 years of age whose births have been registered with a civil authority,Cambodia,Percent,2014,73.3
